player,solo_tkl,ast_tkl,tot_tkl,tfl,tfl_yards,sacks,sack_yards,FF,FR,FR_yards,interceptions,pbu,blks,QBH,year,opponent
Niko Otto,4,2,6,0,0,0,0,0,0,0,0,0,0,0,2013,Millersville University
Mike Brown,4,1,5,2.0,10,1.0,8,1,0,0,1-23,0,0,0,2013,Millersville University
Colin Kimball,4,1,5,0,0,0,0,0,0,0,2-86,0,0,0,2013,Millersville University
Sean Powell,2,3,5,0,0,0.5,0,0,0,0,0,0,0,0,2013,Millersville University
Tevin Stewart,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2013,Millersville University
Dorian Stevens,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2013,Millersville University
Pat Behm,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2013,Millersville University
Curtis Hansford,2,2,4,1.0,6,1.0,6,0,0,0,0,0,0,0,2013,Millersville University
K. Robinson Jr.,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2013,Millersville University
Garrett Wild,2,1,3,1.0,4,1.0,4,1,0,0,0,1,1,0,2013,Millersville University
Dustin Galich,2,1,3,1.0,1,0,0,0,0,0,0,0,0,0,2013,Millersville University
Matt Hyland,3,0,3,1.0,3,0,0,0,0,0,0,0,0,0,2013,Millersville University
Keith Polson,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2013,Millersville University
V. Williams,2,0,2,1.0,7,1.0,7,0,0,0,0,0,0,0,2013,Millersville University
Joe Dever,2,0,2,0,0,0,0,0,1,0,0,0,0,0,2013,Millersville University
Serge Augustin,2,0,2,2.0,16,2.0,16,1,0,0,0,0,0,0,2013,Millersville University
Allen Jones II,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Millersville University
T.J. Latimer,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,Millersville University
J. Dolegala,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2013,Millersville University
B. Abercrombie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Millersville University
Niko Otto,1,8,9,0,0,0,0,0,0,0,0,0,0,0,2013,Clarion University
Pat Behm,2,6,8,0,0,0,0,0,0,0,0,0,0,0,2013,Clarion University
Garrett Wild,1,7,8,1.0,4,0,0,0,0,0,0,0,0,0,2013,Clarion University
Dustin Galich,5,3,8,2.0,7,0,0,1,0,0,0,0,0,0,2013,Clarion University
Michael Foster,5,1,6,0,0,0,0,0,0,0,0,0,0,0,2013,Clarion University
Tevin Stewart,3,3,6,0,0,0,0,0,1,0,1-4,0,0,0,2013,Clarion University
Mike Brown,3,2,5,0.5,0,0,0,0,0,0,0,0,0,0,2013,Clarion University
Colin Kimball,2,3,5,0,0,0,0,0,0,0,0,1,0,0,2013,Clarion University
Ryan Carroll,3,1,4,2.0,4,0,0,0,0,0,0,0,0,0,2013,Clarion University
K. Robinson Jr.,1,2,3,0,0,0,0,0,0,0,0,1,0,0,2013,Clarion University
Joe Dever,3,0,3,1.0,1,0,0,0,0,0,0,0,0,0,2013,Clarion University
Ricky Mathews,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2013,Clarion University
V. Williams,0,2,2,0.5,3,0,0,0,0,0,0,0,0,0,2013,Clarion University
Matt Hyland,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2013,Clarion University
Serge Augustin,1,1,2,1.0,1,0,0,0,0,0,0,0,0,0,2013,Clarion University
Allen Jones II,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Clarion University
Keith Polson,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Clarion University
Bobby Haraczy,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,Clarion University
Curtis Hansford,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Clarion University
J. Dolegala,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,Clarion University
B. Abercrombie,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,2013,Clarion University
Colin Kimball,3,6,9,0,0,0,0,0,0,0,1-58,0,0,0,2013,Slippery Rock University
Keith Robinson Jr.,5,3,8,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Dustin Galich,2,5,7,2.0,7,1.0,5,0,0,0,0,1,0,0,2013,Slippery Rock University
Vishawn Williams,4,2,6,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Pat Behm,3,2,5,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Benji Abercrombie,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Michael Foster,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Serge Augustin,1,3,4,1.0,2,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Aunre' Davis,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Keith Polson,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Tevin Stewart,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Dorian Stevens,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Joe Dever,0,3,3,0,0,0,0,0,1,0,0,0,0,0,2013,Slippery Rock University
Nick Kurpakus,2,1,3,1.0,5,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Ricky Mathews,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Bobby Haraczy,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Niko Otto,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Jarrett Dolegala,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Matt Hyland,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Mike Brown,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Chris Lyle,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Rafiyq Cromwell,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Garrett Wild,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Curtis Hansford,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Sean Powell,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,Slippery Rock University
Michael Foster,7,1,8,0,0,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Colin Kimball,5,1,6,2.0,9,0,0,0,0,0,0,1,0,0,2013,Cheyney University
Pat Behm,5,1,6,1.0,5,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Joe Dever,5,0,5,1.0,2,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Dustin Galich,3,2,5,1.0,4,1.0,4,0,0,0,0,0,0,0,2013,Cheyney University
V. Williams,2,2,4,1.0,4,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Nick Kurpakus,4,0,4,1.0,1,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Sean Powell,2,2,4,0,0,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Deonte Huggins,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Vladmir Rock,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Ricky Mathews,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2013,Cheyney University
Rafiyq Cromwell,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Garrett Wild,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2013,Cheyney University
T.J. Latimer,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2013,Cheyney University
J. Dolegala,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Ryan Carroll,1,1,2,1.0,1,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Matt Hyland,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Serge Augustin,2,0,2,2.0,2,0,0,0,0,0,0,0,0,2,2013,Cheyney University
B. Abercrombie,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Keith Polson,1,0,1,1.0,3,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Mike Brown,1,0,1,0,0,0,0,0,0,0,1-30,0,0,0,2013,Cheyney University
Drew Robinson,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Cheyney University
K. Robinson Jr.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Curtis Hansford,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2013,Cheyney University
Niko Otto,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Cheyney University
Aunre' Davis,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,Cheyney University
Dorian Stevens,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,Cheyney University
Pat Behm,6,1,7,1.0,2,0,0,1,0,0,0,0,0,0,2013,Seton Hill University
Serge Augustin,4,2,6,0,0,0,0,0,0,0,0,0,1,0,2013,Seton Hill University
Keith Polson,4,1,5,0,0,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
Michael Foster,4,1,5,0,0,0,0,0,0,0,0,0,1,0,2013,Seton Hill University
Tevin Stewart,4,0,4,0,0,0,0,0,0,0,0,1,0,0,2013,Seton Hill University
Joe Dever,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
J. Dolegala,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
Ryan Carroll,4,0,4,2.0,10,1.0,9,0,0,0,0,0,0,0,2013,Seton Hill University
Aunre' Davis,3,0,3,0,0,0,0,0,0,0,1-0,1,0,0,2013,Seton Hill University
Ricky Mathews,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
Colin Kimball,3,0,3,1.0,5,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
K. Robinson Jr.,3,0,3,0,0,0,0,0,0,0,0,1,0,0,2013,Seton Hill University
Bobby Haraczy,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
Garrett Wild,3,0,3,0,0,0,0,0,0,0,0,1,0,0,2013,Seton Hill University
Deonte Huggins,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
Dorian Stevens,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
Niko Otto,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
Allen Jones II,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
Mike Brown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
Jaquan Williams,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
T.J. Latimer,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
Nick Kurpakus,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
B. Abercrombie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Seton Hill University
Colin Kimball,2,3,5,0,0,0,0,0,0,0,0,0,0,0,2013,Gannon University
Joe Dever,5,0,5,2.0,16,2.0,16,2,2,0,0,0,0,0,2013,Gannon University
Garrett Wild,4,1,5,0,0,0,0,0,0,0,0,0,0,0,2013,Gannon University
Niko Otto,4,1,5,0,0,0,0,0,0,0,0,1,0,0,2013,Gannon University
Michael Foster,2,2,4,0,0,0,0,0,0,0,0,1,0,0,2013,Gannon University
Pat Behm,3,1,4,0,0,0,0,0,0,0,0,1,0,0,2013,Gannon University
Dustin Galich,3,1,4,0,0,0,0,0,0,0,0,0,0,1,2013,Gannon University
Deonte Huggins,3,0,3,1.0,3,0,0,1,0,0,0,2,0,0,2013,Gannon University
Aunre' Davis,3,0,3,0,0,0,0,0,0,0,0,1,0,0,2013,Gannon University
T.J. Latimer,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2013,Gannon University
Keith Polson,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2013,Gannon University
Ricky Mathews,2,0,2,0,0,0,0,0,0,0,0,1,0,1,2013,Gannon University
Curtis Hansford,1,1,2,1.0,7,1.0,7,0,0,0,0,0,0,0,2013,Gannon University
Mike Brown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Gannon University
Tevin Stewart,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Gannon University
K. Robinson Jr.,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2013,Gannon University
Allen Jones II,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Gannon University
Nick Kurpakus,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,Gannon University
Ryan Carroll,1,0,1,1.0,2,1.0,2,0,0,0,0,0,0,0,2013,Gannon University
Jake Green,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Gannon University
Dylan Bongiorni,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,Gannon University
Serge Augustin,1,0,1,1.0,2,0,0,0,0,0,0,0,0,0,2013,Gannon University
B. Abercrombie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Gannon University
Joe Dever,8,4,12,2.0,5,0,0,0,0,0,0,0,0,0,2013,Indiana University of Pennsylvania
Dustin Galich,7,3,10,3.0,4,0,0,0,0,0,0,0,0,0,2013,Indiana University of Pennsylvania
Colin Kimball,7,2,9,0,0,0,0,0,0,0,0,1,0,0,2013,Indiana University of Pennsylvania
Niko Otto,6,3,9,0,0,0,0,0,0,0,0,0,0,0,2013,Indiana University of Pennsylvania
Deonte Huggins,4,1,5,0,0,0,0,0,0,0,0,0,0,0,2013,Indiana University of Pennsylvania
Pat Behm,3,2,5,0,0,0,0,0,0,0,0,0,0,0,2013,Indiana University of Pennsylvania
Serge Augustin,2,3,5,0,0,0,0,0,0,0,0,0,0,1,2013,Indiana University of Pennsylvania
Aunre' Davis,2,2,4,0,0,0,0,0,0,0,0,1,0,0,2013,Indiana University of Pennsylvania
Michael Foster,2,2,4,1.0,3,0,0,0,0,0,0,0,0,0,2013,Indiana University of Pennsylvania
Matt Hyland,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2013,Indiana University of Pennsylvania
Ryan Carroll,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2013,Indiana University of Pennsylvania
Ricky Mathews,2,0,2,0,0,0,0,1,1,0,0,0,0,0,2013,Indiana University of Pennsylvania
V. Williams,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2013,Indiana University of Pennsylvania
Garrett Wild,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2013,Indiana University of Pennsylvania
Vladmir Rock,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,Indiana University of Pennsylvania
Keith Polson,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,Indiana University of Pennsylvania
Curtis Hansford,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,Indiana University of Pennsylvania
T.J. Latimer,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Indiana University of Pennsylvania
S. Yarbrough,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Indiana University of Pennsylvania
Dustin Galich,4,7,11,2.0,12,2.0,12,0,0,0,0,0,0,1,2013,Edinboro University
Niko Otto,7,1,8,2.0,6,1.0,3,0,0,0,0,0,0,0,2013,Edinboro University
Joe Dever,3,3,6,0,0,0,0,0,0,0,0,0,0,3,2013,Edinboro University
Garrett Wild,3,3,6,0,0,0,0,0,0,0,0,0,0,0,2013,Edinboro University
Ryan Carroll,6,0,6,2.0,2,0,0,0,0,0,0,0,0,1,2013,Edinboro University
Matt Hyland,5,1,6,2.0,7,2.0,7,0,0,0,0,0,0,0,2013,Edinboro University
Aunre' Davis,5,0,5,0,0,0,0,0,0,0,0,0,0,0,2013,Edinboro University
Michael Foster,4,0,4,0,0,0,0,0,0,0,0,1,0,0,2013,Edinboro University
Vladmir Rock,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2013,Edinboro University
Jaquan Williams,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2013,Edinboro University
Colin Kimball,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2013,Edinboro University
Pat Behm,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2013,Edinboro University
T.J. Latimer,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2013,Edinboro University
Deonte Huggins,1,0,1,0,0,0,0,0,0,0,1-1,0,0,0,2013,Edinboro University
Keith Polson,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Edinboro University
Marcus Snipes,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Edinboro University
Ricky Mathews,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Edinboro University
V. Williams,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Edinboro University
Bobby Haraczy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Edinboro University
Curtis Hansford,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Edinboro University
Jake Green,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,Edinboro University
K. Robinson Jr.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,Edinboro University
B. Abercrombie,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,Edinboro University
TEAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,Edinboro University
Joe Dever,2,8,10,1.0,3,0,0,0,0,0,0,0,0,0,2013,California University of Pennsylvania
Pat Behm,8,1,9,0,0,0,0,0,0,0,1-34,0,0,0,2013,California University of Pennsylvania
Niko Otto,2,4,6,0,0,0,0,1,0,0,0,1,0,0,2013,California University of Pennsylvania
Michael Foster,1,4,5,0,0,0,0,0,0,0,0,1,0,0,2013,California University of Pennsylvania
Garrett Wild,3,1,4,0.5,1,0,0,0,0,0,1-6,0,0,0,2013,California University of Pennsylvania
Deonte Huggins,3,0,3,0,0,0,0,0,0,0,1--13,0,0,0,2013,California University of Pennsylvania
Aunre' Davis,2,1,3,0,0,0,0,0,0,0,0,1,0,0,2013,California University of Pennsylvania
Colin Kimball,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2013,California University of Pennsylvania
Dustin Galich,0,3,3,0.5,1,0,0,0,0,0,0,0,0,0,2013,California University of Pennsylvania
Ryan Carroll,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2013,California University of Pennsylvania
Serge Augustin,2,0,2,1.0,2,1.0,2,0,0,0,0,0,0,0,2013,California University of Pennsylvania
Vladmir Rock,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,California University of Pennsylvania
Ricky Mathews,1,0,1,1.0,12,1.0,12,0,0,0,0,0,0,0,2013,California University of Pennsylvania
T.J. Latimer,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,California University of Pennsylvania
Nick Kurpakus,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,California University of Pennsylvania
Jarrett Dolegala,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,California University of Pennsylvania
Dylan Bongiorni,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,California University of Pennsylvania
Matt Hyland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,California University of Pennsylvania
Keith Robinson Jr.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,California University of Pennsylvania
Pat Behm,9,6,15,0,0,0,0,0,0,0,0,0,0,0,2013,East Stroudsburg University
Garrett Wild,3,4,7,1.0,3,0,0,0,0,0,0,1,0,0,2013,East Stroudsburg University
Aunre' Davis,3,3,6,0,0,0,0,0,0,0,0,1,0,0,2013,East Stroudsburg University
Colin Kimball,3,3,6,0,0,0,0,0,0,0,2-7,1,0,0,2013,East Stroudsburg University
Niko Otto,2,4,6,1.0,1,0,0,0,0,0,0,0,0,0,2013,East Stroudsburg University
Michael Foster,1,4,5,0,0,0,0,0,0,0,0,0,0,0,2013,East Stroudsburg University
Serge Augustin,3,1,4,2.0,7,2.0,7,1,0,0,0,0,0,0,2013,East Stroudsburg University
Deonte Huggins,2,1,3,1.0,3,0,0,0,0,0,1-0,1,0,0,2013,East Stroudsburg University
V. Williams,2,1,3,1.0,1,0,0,0,0,0,0,0,0,0,2013,East Stroudsburg University
Dustin Galich,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2013,East Stroudsburg University
Mike Brown,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2013,East Stroudsburg University
T.J. Latimer,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2013,East Stroudsburg University
Matt Hyland,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,East Stroudsburg University
Ricky Mathews,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,East Stroudsburg University
Joe Dever,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,East Stroudsburg University
Bruno Natter,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2013,East Stroudsburg University
S. Wakefield,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013,East Stroudsburg University
Michael Foster,6,4,10,1.0,3,0,0,0,0,0,0,0,0,0,2014,Bentley University
Benji Abercrombie,6,1,7,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Pat Behm,3,2,5,0,0,0,0,0,0,0,0,0,1,0,2014,Bentley University
Joe Dever,3,2,5,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Frank Golinello,5,0,5,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Deonte Huggins,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Vishawn Williams,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Colin Kimball,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Garrett Wild,4,0,4,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Curtis Hansford,3,1,4,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Nick Kurpakus,3,1,4,1.0,5,0,0,0,0,0,0,0,0,0,2014,Bentley University
Jakob Plonski,1,2,3,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Jazz Wright,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
"Keith Robinson, Jr.",1,1,2,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Dorian Stevens,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Nick Slonac,2,0,2,1.0,2,0,0,0,0,0,0,0,0,0,2014,Bentley University
Ryan Carroll,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Darrell Benjamin,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
James Karasek,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Alex Smith,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Keith Polson,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Zach Emerick,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Rocky Owens,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Thomas Higgins III,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Michael Gonzalez,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,Bentley University
Tevin Stewart,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,Bentley University
Joe Dever,7,3,10,1.0,4,0,0,0,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
Colin Kimball,9,0,9,1.0,2,0,0,0,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
Nick Slonac,6,2,8,1.0,8,1.0,8,0,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
Garrett Wild,7,1,8,0,0,0,0,0,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
Tevin Stewart,5,0,5,0,0,0,0,0,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
Michael Foster,5,0,5,0,0,0,0,0,1,43,0,0,0,0,2014,West Chester University of Pennsylvania
Pat Behm,3,2,5,0,0,0,0,0,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
Deonte Huggins,3,1,4,1.0,3,0,0,0,0,0,0,1,1,0,2014,West Chester University of Pennsylvania
Curtis Hansford,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
Keith Polson,1,1,2,1.0,2,0,0,0,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
Dorian Stevens,2,0,2,0,0,0,0,1,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
Frank Golinello,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
James Karasek,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
Alex Smith,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
Benji Abercrombie,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
Dylan Kondis,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
Jazz Wright,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
Michael Gonzalez,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,West Chester University of Pennsylvania
"Keith Robinson, Jr.",0,0,0,0,0,0,0,0,0,0,1-0,0,0,0,2014,West Chester University of Pennsylvania
Colin Kimball,9,0,9,1.0,1,0,0,0,0,0,1-0,0,0,0,2014,Bloomsburg University
Pat Behm,5,1,6,0,0,0,0,0,0,0,0,0,0,1,2014,Bloomsburg University
"K. Robinson, Jr",5,0,5,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
Joe Dever,4,1,5,1.0,3,0,0,0,0,0,0,1,0,0,2014,Bloomsburg University
Michael Foster,4,0,4,1.0,5,1.0,5,1,0,0,0,1,0,0,2014,Bloomsburg University
Nick Slonac,1,3,4,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
Ryan Carroll,1,3,4,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
Deonte Huggins,2,1,3,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
Tevin Stewart,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
Keith Polson,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
V. Williams,0,2,2,0,0,0,0,0,0,0,0,1,0,0,2014,Bloomsburg University
Garrett Wild,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
Curtis Hansford,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
Nick Kurpakus,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
Kyle Briggs,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
Martin Oduho,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
Rocky Owens,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
Drew Robinson,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
T.J. Latimer,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
Frank Golinello,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
D. Benjamin,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
Dylan Bongiorni,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
B. Abercrombie,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,Bloomsburg University
